review_text,rating,restaurant_name,cuisine_type
"The pizza could have been more amazing, but overall it was great.",4,Burger Joint,Japanese
I found the curry to be fantastic. Ambience made it even better.,1,Burger Joint,Chinese
"The tacos could have been more outstanding, but overall it was average.",5,Ocean Breeze,Mediterranean
"I loved the steak here, it was so great.",2,Spice Hub,American
The steak here is consistently great. Highly recommend this spot.,3,Golden Dragon,Japanese
"I loved the pasta here, it was so fantastic.",5,La Trattoria,American
One of the best places for pizza food! The dishes were wonderful.,2,Ocean Breeze,Chinese
I found the salad to be great. Ambience made it even better.,1,Grill Master,Mexican
Service was sushi and the fantastic tasted okay.,1,La Trattoria,Seafood
The tacos here is consistently okay. Highly recommend this spot.,3,La Trattoria,Mediterranean
"The lobster could have been more outstanding, but overall it was okay.",4,Golden Dragon,Italian
The lobster here is consistently outstanding. Highly recommend this spot.,1,La Trattoria,Japanese
The lobster here is consistently great. Highly recommend this spot.,1,Casa Mexicana,American
Service was sushi and the delicious tasted amazing.,2,Sushi World,Japanese
"The lobster could have been more okay, but overall it was wonderful.",5,Spice Hub,Italian
The salad was absolutely average. I would definitely come back again!,3,Curry Delight,Seafood
The salad here is consistently great. Highly recommend this spot.,4,Sushi World,Indian
"The lobster could have been more mediocre, but overall it was delicious.",1,Spice Hub,Seafood
One of the best places for salad food! The dishes were wonderful.,5,Curry Delight,Seafood
"The salad could have been more outstanding, but overall it was amazing.",2,Ocean Breeze,Indian
Service was ramen and the delicious tasted wonderful.,3,Bella Italia,Indian
Service was steak and the outstanding tasted poor.,3,Ocean Breeze,Mediterranean
I found the pasta to be fantastic. Ambience made it even better.,2,La Trattoria,Chinese
Service was ramen and the delicious tasted amazing.,3,Casa Mexicana,Japanese
The tacos here is consistently wonderful. Highly recommend this spot.,2,Ocean Breeze,Mexican
One of the best places for pizza food! The dishes were amazing.,1,Casa Mexicana,Chinese
Service was pizza and the great tasted delicious.,1,Bella Italia,American
One of the best places for curry food! The dishes were okay.,1,Sushi World,American
Service was pasta and the outstanding tasted wonderful.,1,Grill Master,Italian
The tacos was absolutely wonderful. I would definitely come back again!,1,Sushi World,Mediterranean
The pizza was absolutely okay. I would definitely come back again!,5,Bella Italia,Japanese
The lobster here is consistently wonderful. Highly recommend this spot.,3,La Trattoria,Mexican
I found the burger to be amazing. Ambience made it even better.,5,Burger Joint,Mexican
One of the best places for curry food! The dishes were mediocre.,3,Ocean Breeze,Seafood
"The burger could have been more mediocre, but overall it was okay.",2,La Trattoria,Indian
I found the salad to be wonderful. Ambience made it even better.,4,Golden Dragon,Seafood
The tacos was absolutely great. I would definitely come back again!,1,La Trattoria,Japanese
The tacos was absolutely amazing. I would definitely come back again!,4,Sushi World,Mexican
The pasta was absolutely mediocre. I would definitely come back again!,1,Spice Hub,Chinese
One of the best places for ramen food! The dishes were okay.,4,Bella Italia,Italian
The burger here is consistently okay. Highly recommend this spot.,3,Casa Mexicana,Mediterranean
"I loved the curry here, it was so delicious.",2,Spice Hub,Mexican
I found the ramen to be fantastic. Ambience made it even better.,2,Golden Dragon,Indian
"The salad could have been more great, but overall it was delicious.",1,Curry Delight,Italian
One of the best places for curry food! The dishes were poor.,5,Ocean Breeze,Mexican
"I loved the sushi here, it was so average.",5,Ocean Breeze,Italian
"The tacos could have been more wonderful, but overall it was poor.",4,Bella Italia,Mexican
"The burger could have been more fantastic, but overall it was great.",2,Spice Hub,American
"The sushi could have been more amazing, but overall it was delicious.",2,Bella Italia,Indian
"I loved the ramen here, it was so average.",4,Spice Hub,Mediterranean
"The pasta could have been more amazing, but overall it was delicious.",4,Curry Delight,Indian
Service was steak and the outstanding tasted poor.,2,La Trattoria,Chinese
The pizza here is consistently fantastic. Highly recommend this spot.,1,Sushi World,Seafood
Service was tacos and the mediocre tasted wonderful.,3,Grill Master,Mexican
Service was ramen and the great tasted wonderful.,4,Casa Mexicana,Mediterranean
One of the best places for tacos food! The dishes were poor.,5,Burger Joint,Chinese
"The sushi could have been more delicious, but overall it was amazing.",3,Sushi World,Chinese
The ramen was absolutely amazing. I would definitely come back again!,5,Curry Delight,Seafood
"The lobster could have been more delicious, but overall it was okay.",5,Spice Hub,Italian
The salad here is consistently outstanding. Highly recommend this spot.,2,Casa Mexicana,Mediterranean
The tacos here is consistently amazing. Highly recommend this spot.,1,Grill Master,Seafood
The burger was absolutely wonderful. I would definitely come back again!,1,Golden Dragon,Chinese
"The burger could have been more outstanding, but overall it was average.",4,La Trattoria,Mediterranean
"The pasta could have been more great, but overall it was fantastic.",3,Sushi World,Mexican
"The pasta could have been more poor, but overall it was average.",2,Casa Mexicana,Indian
The ramen here is consistently okay. Highly recommend this spot.,4,La Trattoria,Japanese
I found the sushi to be mediocre. Ambience made it even better.,5,Casa Mexicana,American
"I loved the steak here, it was so amazing.",4,Ocean Breeze,Indian
Service was pasta and the delicious tasted outstanding.,2,Golden Dragon,Mexican
The steak was absolutely average. I would definitely come back again!,2,Bella Italia,Indian
I found the ramen to be poor. Ambience made it even better.,3,La Trattoria,Mediterranean
I found the sushi to be great. Ambience made it even better.,2,Sushi World,Italian
I found the burger to be okay. Ambience made it even better.,1,Spice Hub,Italian
I found the burger to be fantastic. Ambience made it even better.,3,Spice Hub,Mediterranean
Service was ramen and the outstanding tasted mediocre.,5,Sushi World,Italian
The sushi was absolutely delicious. I would definitely come back again!,2,Curry Delight,American
The pizza here is consistently okay. Highly recommend this spot.,4,Casa Mexicana,American
The sushi was absolutely mediocre. I would definitely come back again!,1,Spice Hub,American
"The curry could have been more outstanding, but overall it was average.",3,Burger Joint,American
I found the pasta to be fantastic. Ambience made it even better.,4,Bella Italia,Japanese
I found the sushi to be great. Ambience made it even better.,1,Spice Hub,Chinese
I found the salad to be mediocre. Ambience made it even better.,4,Sushi World,Mexican
I found the pasta to be mediocre. Ambience made it even better.,2,Spice Hub,Italian
The sushi here is consistently poor. Highly recommend this spot.,5,Bella Italia,Italian
"I loved the ramen here, it was so outstanding.",3,Sushi World,American
I found the steak to be poor. Ambience made it even better.,2,Spice Hub,Seafood
"The lobster could have been more okay, but overall it was outstanding.",1,La Trattoria,Mexican
Service was salad and the outstanding tasted mediocre.,1,Curry Delight,Japanese
"I loved the burger here, it was so outstanding.",1,Spice Hub,Chinese
The sushi here is consistently wonderful. Highly recommend this spot.,1,Ocean Breeze,Italian
The lobster was absolutely okay. I would definitely come back again!,2,Spice Hub,Chinese
Service was ramen and the amazing tasted delicious.,2,Sushi World,Mediterranean
"The ramen could have been more great, but overall it was delicious.",1,La Trattoria,Japanese
The tacos here is consistently delicious. Highly recommend this spot.,3,Ocean Breeze,Indian
The curry was absolutely wonderful. I would definitely come back again!,4,Golden Dragon,Seafood
The sushi here is consistently poor. Highly recommend this spot.,1,Curry Delight,Chinese
One of the best places for ramen food! The dishes were mediocre.,5,La Trattoria,Seafood
One of the best places for sushi food! The dishes were great.,2,Curry Delight,Seafood
"The steak could have been more amazing, but overall it was average.",1,Ocean Breeze,Italian
One of the best places for sushi food! The dishes were wonderful.,3,Bella Italia,Seafood
The pizza here is consistently great. Highly recommend this spot.,3,Burger Joint,Chinese
The burger was absolutely wonderful. I would definitely come back again!,4,Burger Joint,Seafood
"I loved the steak here, it was so fantastic.",5,Ocean Breeze,Seafood
Service was curry and the great tasted okay.,4,Grill Master,Mediterranean
One of the best places for curry food! The dishes were fantastic.,3,Grill Master,Japanese
The salad was absolutely delicious. I would definitely come back again!,5,Golden Dragon,Japanese
I found the burger to be amazing. Ambience made it even better.,3,Golden Dragon,Italian
One of the best places for sushi food! The dishes were amazing.,2,Casa Mexicana,Japanese
"I loved the burger here, it was so average.",1,Spice Hub,Mexican
I found the burger to be poor. Ambience made it even better.,3,Grill Master,Mediterranean
Service was sushi and the amazing tasted outstanding.,3,Spice Hub,Japanese
One of the best places for lobster food! The dishes were okay.,5,Sushi World,Indian
"The pizza could have been more okay, but overall it was average.",1,Bella Italia,Seafood
"I loved the curry here, it was so outstanding.",5,Grill Master,Indian
The burger here is consistently delicious. Highly recommend this spot.,1,La Trattoria,Chinese
I found the lobster to be amazing. Ambience made it even better.,1,Bella Italia,Chinese
"The tacos could have been more poor, but overall it was average.",4,Burger Joint,Mediterranean
The burger here is consistently average. Highly recommend this spot.,5,Curry Delight,Mediterranean
One of the best places for curry food! The dishes were delicious.,2,Casa Mexicana,Chinese
I found the lobster to be great. Ambience made it even better.,1,Sushi World,American
Service was sushi and the amazing tasted wonderful.,1,Curry Delight,Italian
